527;健;11;"Hito, Ninben, Hitoyane";ケン、すこ-やか
528;険;11;Kozatohen;ケン、けわ-しい
529;圏;12;Kunigamae;ケン
530;堅;12;"Tsuchi, Tsuchihen";ケン、かた-い
531;検;12;"Ki, Kihen";ケン
532;嫌;13;"Onna, Onnahen";ケン、[ゲン]、きら-う、いや
533;献;13;"Inu, Kemonohen";ケン、[コン]
534;絹;13;"Ito, Itohen";ケン、きぬ
535;遣;13;Shinnyoo;ケン、つか-う、つか-わす
536;権;15;"Ki, Kihen";ケン、[ゴン]
537;憲;16;"Kokoro, Risshinben, Shitagokoro";ケン
538;賢;16;"Kai, Kaihen";ケン、かしこ-い
539;謙;17;"Gon, Gonben";ケン
540;鍵;17;"Kane, Kanehen";ケン、かぎ
541;繭;18;"Ito, Itohen";ケン、まゆ
542;顕;18;Oogai;ケン
543;験;18;"Uma, Umahen";ケン、[ゲン]
544;懸;20;"Kokoro, Risshinben, Shitagokoro";ケン、[ケ]、か-ける、か-かる
545;元;4;Hitoashi;ゲン、ガン、もと
546;幻;4;Itogashira;ゲン、まぼろし
547;玄;5;Gen;ゲン
548;言;7;"Gon, Gonben";ゲン、ゴン、い-う、こと
549;弦;8;"Yumi, Yumihen";ゲン、つる
550;限;9;Kozatohen;ゲン、かぎ-る
551;原;10;Gandare;ゲン、はら
552;現;11;"Tama, Oo";ゲン、あらわ-れる、あらわ-す
553;舷;11;"Fune, Funehen";ゲン
554;減;12;"Mizu, Sanzui, Shitamizu";ゲン、へ-る、へ-らす
555;源;13;"Mizu, Sanzui, Shitamizu";ゲン、みなもと
556;厳;17;Tsukanmuri;ゲン、[ゴン]、おごそ-か、きび-しい
557;己;3;Onore;コ、キ、おのれ
558;戸;4;"To, Tokanmuri";コ、と
559;古;5;"Kuchi, Kuchihen";コ、ふる-い、ふる-す
560;呼;8;"Kuchi, Kuchihen";コ、よ-ぶ
561;固;8;Kunigamae;コ、かた-める、かた-まる、かた-い
562;股;8;"Niku, Nikuzuki";コ、また
563;虎;8;Toragashira;コ、とら
564;孤;9;"Ko, Kohen";コ
565;弧;9;"Yumi, Yumihen";コ
566;故;9;Nobun;コ、ゆえ
567;枯;9;"Ki, Kihen";コ、か-れる、か-らす
568;個;10;"Hito, Ninben, Hitoyane";コ
569;庫;10;Madare;コ、[ク]
570;湖;12;"Mizu, Sanzui, Shitamizu";コ、みずうみ
571;雇;12;Furutori;コ、やと-う
572;誇;13;"Gon, Gonben";コ、ほこ-る
573;鼓;13;Tsuzumi;コ、つづみ
574;錮;16;"Kane, Kanehen";コ
575;顧;21;Oogai;コ、かえり-みる
576;五;4;Ni;ゴ、いつ、いつ-つ
577;互;4;Ni;ゴ、たが-い
578;午;4;Juu;ゴ
579;呉;7;"Kuchi, Kuchihen";ゴ
580;後;9;Gyooninben;ゴ、コウ、のち、うし-ろ、あと、おく-れる
581;娯;10;"Onna, Onnahen";ゴ
582;悟;10;"Kokoro, Risshinben, Shitagokoro";ゴ、さと-る
583;碁;13;"Ishi, Ishihen";ゴ
584;語;14;"Gon, Gonben";ゴ、かた-る、かた-らう
585;誤;14;"Gon, Gonben";ゴ、あやま-る
586;護;20;"Gon, Gonben";ゴ
587;口;3;"Kuchi, Kuchihen";コウ、ク、くち
588;工;3;"E, Takumihen";コウ、ク
589;公;4;Hachi;コウ、おおやけ
590;勾;4;Tsutsumigamae;コウ
591;孔;4;"Ko, Kohen";コウ
592;功;5;Chikara;コウ、[ク]
593;巧;5;"E, Takumihen";コウ、たく-み
594;広;5;Madare;コウ、ひろ-い、ひろ-まる、ひろ-める、ひろ-がる、ひろ-げる
595;甲;5;"Ta, Tahen";コウ、カン
596;交;6;Nabebuta;コウ、まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わす
597;光;6;Hitoashi;コウ、ひか-る、ひかり
598;向;6;"Kuchi, Kuchihen";コウ、む-く、む-ける、む-かう、む-こう
599;后;6;"Kuchi, Kuchihen";コウ
600;好;6;"Onna, Onnahen";コウ、この-む、す-く
601;江;6;"Mizu, Sanzui, Shitamizu";コウ、え
602;考;6;Oikanmuri;コウ、かんが-える
603;行;6;Gyoogamae;コウ、ギョウ、[アン]、い-く、ゆ-く、おこな-う
604;坑;7;"Tsuchi, Tsuchihen";コウ
605;孝;7;"Ko, Kohen";コウ
606;抗;7;Tehen;コウ
607;攻;7;Nobun;コウ、せ-める
608;更;7;Hirabi;コウ、さら、ふ-ける、ふ-かす
609;効;8;Chikara;コウ、き-く
610;幸;8;Ichijuu;コウ、さいわ-い、さち、しあわ-せ
611;拘;8;Tehen;コウ
612;肯;8;"Niku, Nikuzuki";コウ
613;侯;9;"Hito, Ninben, Hitoyane";コウ
614;厚;9;Gandare;コウ、あつ-い
615;恒;9;"Kokoro, Risshinben, Shitagokoro";コウ
616;洪;9;"Mizu, Sanzui, Shitamizu";コウ
617;皇;9;Shiro;コウ、オウ
618;紅;9;"Ito, Itohen";コウ、[ク]、べに、くれない
619;荒;9;Kusakanmuri;コウ、あら-い、あ-れる、あ-らす
620;郊;9;Oozato;コウ
621;香;9;Kaori;コウ、[キョウ]、か、かお-り、かお-る
622;候;10;"Hito, Ninben, Hitoyane";コウ、そうろう
623;校;10;"Ki, Kihen";コウ
624;耕;10;Sukihen;コウ、たがや-す
625;航;10;"Fune, Funehen";コウ
626;貢;10;"Kai, Kaihen";コウ、[ク]、みつ-ぐ
627;降;10;Kozatohen;コウ、お-りる、お-ろす、ふ-る
628;高;10;Takai;コウ、たか-い、たか、たか-まる、たか-める
629;康;11;Madare;コウ
630;控;11;Tehen;コウ、ひか-える
631;梗;11;"Ki, Kihen";コウ
632;黄;11;"Ki, Kiiro";コウ、オウ、き、[こ]
633;喉;12;"Kuchi, Kuchihen";コウ、のど
634;慌;12;"Kokoro, Risshinben, Shitagokoro";コウ、あわ-てる、あわ-ただしい
635;港;12;"Mizu, Sanzui, Shitamizu";コウ、みなと
636;硬;12;"Ishi, Ishihen";コウ、かた-い
637;絞;12;"Ito, Itohen";コウ、しぼ-る、し-める、し-まる
638;項;12;Oogai;コウ
639;溝;13;"Mizu, Sanzui, Shitamizu";コウ、みぞ
640;鉱;13;"Kane, Kanehen";コウ
641;構;14;"Ki, Kihen";コウ、かま-える、かま-う
642;綱;14;"Ito, Itohen";コウ、つな
643;酵;14;"Tori, Torihen";コウ
644;稿;15;"Nogi, Nogihen";コウ
645;興;16;Usu;コウ、キョウ、おこ-る、おこ-す
646;衡;16;Gyoogamae;コウ
647;鋼;16;"Kane, Kanehen";コウ、はがね
648;講;17;"Gon, Gonben";コウ
649;購;17;"Kai, Kaihen";コウ
650;乞;3;"Otsu, Otsunyoo";こ-う
651;号;5;"Kuchi, Kuchihen";ゴウ
652;合;6;"Kuchi, Kuchihen";ゴウ、ガッ、[カッ]、あ-う、あ-わす、あ-わせる
653;拷;9;Tehen;ゴウ
654;剛;10;"Katana, Rittoo";ゴウ
655;傲;13;"Hito, Ninben, Hitoyane";ゴウ
656;豪;14;Inoko;ゴウ
657;克;7;Hitoashi;コク
658;告;7;"Kuchi, Kuchihen";コク、つ-げる
659;谷;7;Tani;コク、たに
660;刻;8;"Katana, Rittoo";コク、きざ-む
661;国;8;Kunigamae;コク、くに
662;黒;11;Kuro;コク、くろ、くろ-い
663;穀;14;"Nogi, Nogihen";コク
664;酷;14;"Tori, Torihen";コク
665;獄;14;"Inu, Kemonohen";ゴク
666;骨;10;"Hone, Honehen";コツ、ほね
667;駒;15;"Uma, Umahen";こま
668;込;5;Shinnyoo;こ-む、こ-める
669;頃;11;Oogai;ころ
670;今;4;"Hito, Ninben, Hitoyane";コン、キン、いま
671;困;7;Kunigamae;コン、こま-る
672;昆;8;"Nichi, Nichihen";コン
673;恨;9;"Kokoro, Risshinben, Shitagokoro";コン、うら-む、うら-めしい
674;根;10;"Ki, Kihen";コン、ね
675;婚;11;"Onna, Onnahen";コン
676;混;11;"Mizu, Sanzui, Shitamizu";コン、ま-じる、ま-ざる、ま-ぜる、こ-む
677;痕;11;Yamaidare;コン、あと
678;紺;11;"Ito, Itohen";コン
679;魂;14;"Oni, Kinyoo";コン、たましい
680;墾;16;"Tsuchi, Tsuchihen";コン
681;懇;17;"Kokoro, Risshinben, Shitagokoro";コン、ねんご-ろ
682;左;5;"E, Takumihen";サ、ひだり
683;佐;7;"Hito, Ninben, Hitoyane";サ
684;沙;7;"Mizu, Sanzui, Shitamizu";サ
685;査;9;"Ki, Kihen";サ
686;砂;9;"Ishi, Ishihen";サ、シャ、すな
687;唆;10;"Kuchi, Kuchihen";サ、そそのか-す
688;差;10;"E, Takumihen";サ、さ-す
689;詐;12;"Gon, Gonben";サ
690;鎖;18;"Kane, Kanehen";サ、くさり
691;座;10;Madare;ザ、すわ-る
692;挫;10;Tehen;ザ
693;才;3;Tehen;サイ
694;再;6;Doogamae;サイ、[サ]、ふたた-び
695;災;7;"Hi, Hihen, Renga";サイ、わざわ-い
696;妻;8;"Onna, Onnahen";サイ、つま
697;采;8;Nogome;サイ
698;砕;9;"Ishi, Ishihen";サイ、くだ-く、くだ-ける
699;宰;10;Ukanmuri;サイ
700;栽;10;"Ki, Kihen";サイ
701;彩;11;Sanzukuri;サイ、いろど-る
702;採;11;Tehen;サイ、と-る
703;済;11;"Mizu, Sanzui, Shitamizu";サイ、す-む、す-ます
704;祭;11;"Shimesu, Shimesuhen";サイ、まつ-る、まつ-り
705;斎;11;Sei;サイ
706;細;11;"Ito, Itohen";サイ、ほそ-い、ほそ-る、こま-か、こま-かい
707;菜;11;Kusakanmuri;サイ、な
708;最;12;Hirabi;サイ、もっと-も
709;裁;12;"Koromo, Koromohen";サイ、た-つ、さば-く
710;債;13;"Hito, Ninben, Hitoyane";サイ
711;催;13;"Hito, Ninben, Hitoyane";サイ、もよお-す
712;塞;13;"Tsuchi, Tsuchihen";サイ、ソク、ふさ-ぐ、ふさ-がる
713;歳;13;Tomeru;サイ、[セイ]
714;載;13;"Kuruma, Kurumahen";サイ、の-せる、の-る
715;際;14;Kozatohen;サイ、きわ
716;埼;11;"Tsuchi, Tsuchihen";[さい]
717;在;6;"Tsuchi, Tsuchihen";ザイ、あ-る
718;材;7;"Ki, Kihen";ザイ
719;剤;10;"Katana, Rittoo";ザイ
720;財;10;"Kai, Kaihen";ザイ、[サイ]
721;罪;13;Amigashira;ザイ、つみ
722;崎;11;"Yama, Yamahen";さき
723;作;7;"Hito, Ninben, Hitoyane";サク、サ、つく-る
724;削;9;"Katana, Rittoo";サク、けず-る
725;昨;9;"Nichi, Nichihen";サク
726;柵;9;"Ki, Kihen";サク
727;索;10;"Ito, Itohen";サク
728;策;12;"Take, Takekanmuri";サク
729;酢;12;"Tori, Torihen";サク、す
730;搾;13;Tehen;サク、しぼ-る
731;錯;16;"Kane, Kanehen";サク
732;咲;9;"Kuchi, Kuchihen";さ-く
733;冊;5;Doogamae;サツ、サク
734;札;5;"Ki, Kihen";サツ、ふだ
735;刷;8;"Katana, Rittoo";サツ、す-る
736;刹;8;"Katana, Rittoo";サツ、セツ
737;拶;9;Tehen;サツ
738;殺;10;Rumata;サツ、[サイ]、[セツ]、ころ-す
739;察;14;Ukanmuri;サツ
740;撮;15;Tehen;サツ、と-る
741;擦;17;Tehen;サツ、す-る、す-れる
742;雑;14;Furutori;ザツ、ゾウ
743;皿;5;Sara;さら
744;三;3;Ichi;サン、み、み-つ、みっ-つ
745;山;3;"Yama, Yamahen";サン、やま
746;参;8;Mu;サン、まい-る
747;桟;10;"Ki, Kihen";サン
748;蚕;10;"Mushi, Mushihen";サン、かいこ
749;惨;11;"Kokoro, Risshinben, Shitagokoro";サン、ザン、みじ-め
750;産;11;Umareru;サン、う-む、う-まれる、うぶ
751;傘;12;"Hito, Ninben, Hitoyane";サン、かさ
752;散;12;Nobun;サン、ち-る、ち-らす、ち-らかす、ち-らかる
753;算;14;"Take, Takekanmuri";サン
754;酸;14;"Tori, Torihen";サン、す-い
755;賛;15;"Kai, Kaihen";サン
756;残;10;Kabanehen;ザン、のこ-る、のこ-す
757;斬;11;"Kin, Onozukuri";ザン、き-る
758;暫;15;"Nichi, Nichihen";ザン
759;士;3;Samurai;シ
760;子;3;"Ko, Kohen";シ、ス、こ
761;支;4;Shi;シ、ささ-える
762;止;4;Tomeru;シ、と-まる、と-める
763;氏;4;Uji;シ、うじ
764;仕;5;"Hito, Ninben, Hitoyane";シ、[ジ]、つか-える
765;史;5;"Kuchi, Kuchihen";シ
766;司;5;"Kuchi, Kuchihen";シ
767;四;5;Kunigamae;シ、よ、よ-つ、よっ-つ、よん
768;市;5;"Haba, Kinben";シ、いち
769;矢;5;"Ya, Yahen";シ、や
770;旨;6;"Nichi, Nichihen";シ、むね
771;死;6;Kabanehen;シ、し-ぬ
772;糸;6;"Ito, Itohen";シ、いと
773;至;6;Itaru;シ、いた-る
774;伺;7;"Hito, Ninben, Hitoyane";シ、うかが-う
775;志;7;"Kokoro, Risshinben, Shitagokoro";シ、こころざ-す、こころざし
776;私;7;"Nogi, Nogihen";シ、わたくし、わたし
777;使;8;"Hito, Ninben, Hitoyane";シ、つか-う
778;刺;8;"Katana, Rittoo";シ、さ-す、さ-さる
779;始;8;"Onna, Onnahen";シ、はじ-める、はじ-まる
780;姉;8;"Onna, Onnahen";シ、あね
781;枝;8;"Ki, Kihen";シ、えだ
782;祉;8;"Shimesu, Shimesuhen";シ
783;肢;8;"Niku, Nikuzuki";シ
784;姿;9;"Onna, Onnahen";シ、すがた
785;思;9;"Kokoro, Risshinben, Shitagokoro";シ、おも-う
786;指;9;Tehen;シ、ゆび、さ-す
787;施;9;"Hoo, Hoohen";シ、セ、ほどこ-す
788;師;10;"Haba, Kinben";シ
789;恣;10;"Kokoro, Risshinben, Shitagokoro";シ
790;紙;10;"Ito, Itohen";シ、かみ
791;脂;10;"Niku, Nikuzuki";シ、あぶら
792;視;11;Miru;シ
793;紫;12;"Ito, Itohen";シ、むらさき
794;詞;12;"Gon, Gonben";シ
795;歯;12;"Ha, Hahen";シ、は
796;嗣;13;"Kuchi, Kuchihen";シ
797;試;13;"Gon, Gonben";シ、こころ-みる、ため-す
798;詩;13;"Gon, Gonben";シ
799;資;13;"Kai, Kaihen";シ
800;飼;13;"Shoku, Shokuhen";シ、か-う
801;誌;14;"Gon, Gonben";シ
802;雌;14;Furutori;シ、め、めす
803;摯;15;Tehen;シ
804;賜;15;"Kai, Kaihen";シ、たまわ-る
805;諮;16;"Gon, Gonben";シ、はか-る
806;示;5;"Shimesu, Shimesuhen";ジ、シ、しめ-す
807;字;6;"Ko, Kohen";ジ、あざ
808;寺;6;Sun;ジ、てら
809;次;6;Akubi;ジ、シ、つ-ぐ、つぎ
810;耳;6;"Mimi, Mimihen";ジ、みみ
811;自;6;Mizukara;ジ、シ、みずか-ら
812;似;7;"Hito, Ninben, Hitoyane";ジ、に-る
813;児;7;Hitoashi;ジ、[ニ]
814;事;8;Haneboo;ジ、[ズ]、こと
815;侍;8;"Hito, Ninben, Hitoyane";ジ、さむらい
816;治;8;"Mizu, Sanzui, Shitamizu";ジ、チ、おさ-める、おさ-まる、なお-る、なお-す
817;持;9;Tehen;ジ、も-つ
818;時;10;"Nichi, Nichihen";ジ、とき
819;滋;12;"Mizu, Sanzui, Shitamizu";ジ
820;慈;13;"Kokoro, Risshinben, Shitagokoro";ジ、いつく-しむ
821;辞;13;Karai;ジ、や-める
822;磁;14;"Ishi, Ishihen";ジ
823;餌;15;"Shoku, Shokuhen";ジ、えさ、え
824;璽;19;"Tama, Oo";ジ
825;鹿;11;Shika;しか、[か]
826;式;6;Shikigamae;シキ
827;識;19;"Gon, Gonben";シキ
828;軸;12;"Kuruma, Kurumahen";ジク
829;七;2;Ichi;シチ、なな、なな-つ、[なの]
830;叱;5;"Kuchi, Kuchihen";シツ、しか-る
831;失;5;Dai;シツ、うしな-う
832;室;9;Ukanmuri;シツ、むろ
833;疾;10;Yamaidare;シツ
834;執;11;"Tsuchi, Tsuchihen";シツ、シュウ、と-る
835;湿;12;"Mizu, Sanzui, Shitamizu";シツ、しめ-る、しめ-す
836;嫉;13;"Onna, Onnahen";シツ
837;漆;14;"Mizu, Sanzui, Shitamizu";シツ、うるし
838;質;15;"Kai, Kaihen";シツ、シチ、[チ]
839;実;8;Ukanmuri;ジツ、み、みの-る
840;芝;6;Kusakanmuri;しば
841;写;5;Wakanmuri;シャ、うつ-す、うつ-る
842;社;7;"Shimesu, Shimesuhen";シャ、やしろ
843;車;7;"Kuruma, Kurumahen";シャ、くるま
844;舎;8;"Hito, Ninben, Hitoyane";シャ
845;者;8;Oikanmuri;シャ、もの
846;射;10;Sun;シャ、い-る
847;捨;11;Tehen;シャ、す-てる
848;赦;11;Aka;シャ
849;斜;11;Tomasu;シャ、なな-め
850;煮;12;"Hi, Hihen, Renga";シャ、に-る、に-える、に-やす
851;遮;14;Shinnyoo;シャ、さえぎ-る
852;謝;17;"Gon, Gonben";シャ、あやま-る
853;邪;8;Oozato;ジャ
854;蛇;11;"Mushi, Mushihen";ジャ、ダ、へび
855;尺;4;Shikabane;シャク
856;借;10;"Hito, Ninben, Hitoyane";シャク、か-りる
857;酌;10;"Tori, Torihen";シャク、く-む
858;釈;11;Nogome;シャク
859;爵;17;Tsumekanmuri;シャク
860;若;8;Kusakanmuri;ジャク、[ニャク]、わか-い、も-しくは
861;弱;10;"Yumi, Yumihen";ジャク、よわ-い、よわ-る、よわ-まる、よわ-める
862;寂;11;Ukanmuri;ジャク、[セキ]、さび、さび-しい、さび-れる
863;手;4;Te;シュ、て、[た]
864;主;5;Ten;シュ、[ス]、ぬし、おも
865;守;6;Ukanmuri;シュ、[ス]、まも-る、も-り
866;朱;6;"Ki, Kihen";シュ
867;取;8;Mata;シュ、と-る
868;狩;9;"Inu, Kemonohen";シュ、か-る、か-り
869;首;9;Kubi;シュ、くび
870;殊;10;Kabanehen;シュ、こと
871;珠;10;"Tama, Oo";シュ
872;酒;10;"Tori, Torihen";シュ、さけ、[さか]
873;腫;13;"Niku, Nikuzuki";シュ、は-れる、は-らす
874;種;14;"Nogi, Nogihen";シュ、たね
875;趣;15;"Hashiru, Soonyoo";シュ、おもむき
876;寿;7;Sun;ジュ、ことぶき
877;受;8;Mata;ジュ、う-ける、う-かる
878;呪;8;"Kuchi, Kuchihen";ジュ、のろ-う
879;授;11;Tehen;ジュ、さず-ける、さず-かる
880;需;14;"Ame, Amekanmuri";ジュ
881;儒;16;"Hito, Ninben, Hitoyane";ジュ
882;樹;16;"Ki, Kihen";ジュ
883;収;4;Mata;シュウ、おさ-める、おさ-まる
884;囚;5;Kunigamae;シュウ
885;州;6;Magarigawa;シュウ、す
886;舟;6;"Fune, Funehen";シュウ、ふね、[ふな]
887;秀;7;"Nogi, Nogihen";シュウ、ひい-でる
888;周;8;"Kuchi, Kuchihen";シュウ、まわ-り
889;宗;8;Ukanmuri;シュウ、ソウ
890;拾;9;Tehen;シュウ、ジュウ、ひろ-う
891;秋;9;"Nogi, Nogihen";シュウ、あき
892;臭;9;Mizukara;シュウ、くさ-い、にお-う
893;修;10;"Hito, Ninben, Hitoyane";シュウ、[シュ]、おさ-める、おさ-まる
894;袖;10;"Koromo, Koromohen";シュウ、そで
895;終;11;"Ito, Itohen";シュウ、お-わる、お-える
896;羞;11;Hitsuji;シュウ
897;習;11;Hane;シュウ、なら-う
898;週;11;Shinnyoo;シュウ
899;就;12;Dainomageashi;シュウ、[ジュ]、つ-く、つ-ける
900;衆;12;Chi;シュウ、[シュ]
901;集;12;Furutori;シュウ、あつ-まる、あつ-める、つど-う
902;愁;13;"Kokoro, Risshinben, Shitagokoro";シュウ、うれ-える、うれ-い
903;酬;13;"Tori, Torihen";シュウ
904;醜;17;"Tori, Torihen";シュウ、みにく-い
905;蹴;19;"Ashi, Ashihen";シュウ、け-る
906;襲;22;"Koromo, Koromohen";シュウ、おそ-う
907;十;2;Juu;ジュウ、ジッ、とお、と
908;汁;5;"Mizu, Sanzui, Shitamizu";ジュウ、しる
909;充;6;Hitoashi;ジュウ、あ-てる
910;住;7;"Hito, Ninben, Hitoyane";ジュウ、す-む、す-まう
911;柔;9;"Ki, Kihen";ジュウ、ニュウ、やわ-らか、やわ-らかい
912;重;9;"Sato, Satohen";ジュウ、チョウ、え、おも-い、かさ-ねる、かさ-なる
913;従;10;Gyooninben;ジュウ、[ショウ]、[ジュ]、したが-う、したが-える
914;渋;11;"Mizu, Sanzui, Shitamizu";ジュウ、しぶ、しぶ-い、しぶ-る
915;銃;14;"Kane, Kanehen";ジュウ
916;獣;16;"Inu, Kemonohen";ジュウ、けもの
917;縦;16;"Ito, Itohen";ジュウ、たて
918;叔;8;Mata;シュク
919;祝;9;"Shimesu, Shimesuhen";シュク、[シュウ]、いわ-う
920;宿;11;Ukanmuri;シュク、やど、やど-る、やど-す
921;淑;11;"Mizu, Sanzui, Shitamizu";シュク
922;粛;11;Fudezukuri;シュク
923;縮;17;"Ito, Itohen";シュク、ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす
924;塾;14;"Tsuchi, Tsuchihen";ジュク
925;熟;15;"Hi, Hihen, Renga";ジュク、う-れる
926;出;5;Ukebako;シュツ、[スイ]、で-る、だ-す
927;述;8;Shinnyoo;ジュツ、の-べる
928;術;11;Gyoogamae;ジュツ
929;俊;9;"Hito, Ninben, Hitoyane";シュン
930;春;9;"Nichi, Nichihen";シュン、はる
931;瞬;18;"Me, Mehen";シュン、またた-く
932;旬;6;"Nichi, Nichihen";ジュン、[シュン]
933;巡;6;Magarigawa;ジュン、めぐ-る
934;盾;9;"Me, Mehen";ジュン、たて
935;准;10;Nisui;ジュン
936;殉;10;Kabanehen;ジュン
937;純;10;"Ito, Itohen";ジュン
938;循;12;Gyooninben;ジュン
939;順;12;Oogai;ジュン
940;準;13;"Mizu, Sanzui, Shitamizu";ジュン
941;潤;15;"Mizu, Sanzui, Shitamizu";ジュン、うるお-う、うるお-す、うる-む
942;遵;15;Shinnyoo;ジュン
943;処;5;Suinyoo;ショ
944;初;7;"Katana, Rittoo";ショ、はじ-め、はじ-めて、はつ、うい、そ-める
945;所;8;"To, Tokanmuri";ショ、ところ
946;書;10;Hirabi;ショ、か-く
947;庶;11;Madare;ショ
948;暑;12;"Nichi, Nichihen";ショ、あつ-い
949;署;13;Amigashira;ショ
950;緒;14;"Ito, Itohen";ショ、[チョ]、お
951;諸;15;"Gon, Gonben";ショ
952;女;3;"Onna, Onnahen";ジョ、ニョ、[ニョウ]、おんな、め
953;如;6;"Onna, Onnahen";ジョ、ニョ
954;助;7;Chikara;ジョ、たす-ける、たす-かる、すけ
955;序;7;Madare;ジョ
956;叙;9;Mata;ジョ
957;徐;10;Gyooninben;ジョ
958;除;10;Kozatohen;ジョ、[ジ]、のぞ-く
959;小;3;Shoo;ショウ、ちい-さい、こ、お
960;升;4;Juu;ショウ、ます
961;少;4;Shoo;ショウ、すく-ない、すこ-し
962;召;5;"Kuchi, Kuchihen";ショウ、め-す
963;匠;6;Hakogamae;ショウ
964;床;7;Madare;ショウ、とこ、ゆか
965;抄;7;Tehen;ショウ
966;肖;7;"Niku, Nikuzuki";ショウ
967;尚;8;Shoo;ショウ
968;招;8;Tehen;ショウ、まね-く
969;承;8;Te;ショウ、うけたまわ-る
970;昇;8;"Nichi, Nichihen";ショウ、のぼ-る
971;松;8;"Ki, Kihen";ショウ、まつ
972;沼;8;"Mizu, Sanzui, Shitamizu";ショウ、ぬま
973;昭;9;"Nichi, Nichihen";ショウ
974;宵;10;Ukanmuri;ショウ、よい
975;将;10;Sun;ショウ
976;消;10;"Mizu, Sanzui, Shitamizu";ショウ、き-える、け-す
977;症;10;Yamaidare;ショウ
978;祥;10;"Shimesu, Shimesuhen";ショウ
979;称;10;"Nogi, Nogihen";ショウ
980;笑;10;"Take, Takekanmuri";ショウ、わら-う、え-む
981;唱;11;"Kuchi, Kuchihen";ショウ、とな-える
982;商;11;"Kuchi, Kuchihen";ショウ、あきな-う
983;渉;11;"Mizu, Sanzui, Shitamizu";ショウ
984;章;11;Tatsu;ショウ
985;紹;11;"Ito, Itohen";ショウ
986;訟;11;"Gon, Gonben";ショウ
987;勝;12;Chikara;ショウ、か-つ、まさ-る
988;掌;12;Te;ショウ
989;晶;12;"Nichi, Nichihen";ショウ
990;焼;12;"Hi, Hihen, Renga";ショウ、や-く、や-ける
991;焦;12;"Hi, Hihen, Renga";ショウ、こ-げる、こ-がす、こ-がれる、あせ-る
992;硝;12;"Ishi, Ishihen";ショウ
993;粧;12;"Kome, Komehen";ショウ
994;詔;12;"Gon, Gonben";ショウ、みことのり
995;証;12;"Gon, Gonben";ショウ
996;象;12;Inoko;ショウ、ゾウ
997;傷;13;"Hito, Ninben, Hitoyane";ショウ、きず、いた-む、いた-める
998;奨;13;Dai;ショウ
999;照;13;"Hi, Hihen, Renga";ショウ、て-る、て-らす、て-れる
1000;詳;13;"Gon, Gonben";ショウ、くわ-しい
1001;彰;14;Sanzukuri;ショウ
1002;障;14;Kozatohen;ショウ、さわ-る
1003;憧;15;"Kokoro, Risshinben, Shitagokoro";ショウ、あこが-れる
1004;衝;15;Gyoogamae;ショウ
1005;賞;15;"Kai, Kaihen";ショウ
1006;償;17;"Hito, Ninben, Hitoyane";ショウ、つぐな-う
1007;礁;17;"Ishi, Ishihen";ショウ
1008;鐘;20;"Kane, Kanehen";ショウ、かね
1009;上;3;Ichi;ジョウ、[ショウ]、うえ、[うわ]、かみ、あ-げる、あ-がる、のぼ-る、のぼ-せる、のぼ-す
1010;丈;3;Ichi;ジョウ、たけ
1011;冗;4;Wakanmuri;ジョウ
1012;条;7;"Ki, Kihen";ジョウ
1013;状;7;"Inu, Kemonohen";ジョウ
1014;乗;9;No;ジョウ、の-る、の-せる
1015;城;9;"Tsuchi, Tsuchihen";ジョウ、しろ
1016;浄;9;"Mizu, Sanzui, Shitamizu";ジョウ
1017;剰;11;"Katana, Rittoo";ジョウ
1018;常;11;"Haba, Kinben";ジョウ、つね、とこ
1019;情;11;"Kokoro, Risshinben, Shitagokoro";ジョウ、[セイ]、なさ-け
1020;場;12;"Tsuchi, Tsuchihen";ジョウ、ば
1021;畳;12;"Ta, Tahen";ジョウ、たた-む、たたみ
1022;蒸;13;Kusakanmuri;ジョウ、む-す、む-れる、む-らす
1023;縄;15;"Ito, Itohen";ジョウ、なわ
1024;壌;16;"Tsuchi, Tsuchihen";ジョウ
1025;嬢;16;"Onna, Onnahen";ジョウ
1026;錠;16;"Kane, Kanehen";ジョウ
1027;譲;20;"Gon, Gonben";ジョウ、ゆず-る
1028;醸;20;"Tori, Torihen";ジョウ、かも-す
1029;色;6;Iro;ショク、シキ、いろ
1030;拭;9;Tehen;ショク、ふ-く、ぬぐ-う
1031;食;9;"Shoku, Shokuhen";ショク、[ジキ]、く-う、く-らう、た-べる
1032;植;12;"Ki, Kihen";ショク、う-える、う-わる
1033;殖;12;Kabanehen;ショク、ふ-える、ふ-やす
1034;飾;13;"Shoku, Shokuhen";ショク、かざ-る
1035;触;13;"Tsuno, Tsunohen";ショク、ふ-れる、さわ-る
1036;嘱;15;"Kuchi, Kuchihen";ショク
1037;織;18;"Ito, Itohen";ショク、シキ、お-る
1038;職;18;"Mimi, Mimihen";ショク
1039;辱;10;Shinnotatsu;ジョク、はずかし-める
1040;尻;5;Shikabane;しり
1041;心;4;"Kokoro, Risshinben, Shitagokoro";シン、こころ
1042;申;5;"Ta, Tahen";シン、もう-す
1043;伸;7;"Hito, Ninben, Hitoyane";シン、の-びる、の-ばす、の-べる
1044;臣;7;Shin;シン、ジン
1045;芯;7;Kusakanmuri;シン
1046;身;7;Mi;シン、み
1047;辛;7;Karai;シン、から-い
